session_id,customer_id,pages_viewed,time_on_site,device_type,traffic_source,session_date,converted,bounce,cart_additions,checkout_started,exit_page,browser,is_logged_in
40149,6473,3,274.8164524689043,desktop,organic,2023-12-28,0,0,1,0,cart,Chrome,1
40150,8621,4,216.17931932424577,tablet,email,2019-12-16,1,0,3,1,product,Safari,0
40151,9618,5,283.80112542490133,tablet,paid,2019-06-08,0,0,0,0,cart,Chrome,1
40152,1495,5,211.4331164610143,tablet,social,2023-04-25,0,1,1,1,product,Firefox,0
40153,4463,10,434.55433133980927,tablet,paid,2019-02-04,0,0,0,0,homepage,Safari,1
40154,3853,5,302.50345343094256,tablet,email,2021-07-26,0,0,1,0,cart,Chrome,1
40155,3737,2,394.83964962956486,mobile,organic,2023-06-01,0,0,0,0,homepage,Safari,0
40156,9542,2,230.88719013969376,tablet,direct,2021-07-22,0,0,1,1,product,Chrome,1
40157,7007,9,505.3565917872376,tablet,organic,2019-03-18,1,0,2,1,checkout,Edge,0
40158,4838,6,466.2223935048565,mobile,direct,2019-02-07,0,1,0,0,product,Firefox,0
40159,2998,4,433.78762346920246,mobile,organic,2022-01-04,0,0,0,0,homepage,Safari,1
40160,8554,6,395.50583886749246,tablet,social,2022-03-05,0,0,0,0,homepage,Chrome,0
40161,6028,3,269.465298944067,tablet,organic,2022-07-16,0,0,2,1,product,Chrome,0
40162,2193,4,83.2598058547466,tablet,direct,2023-10-17,0,0,2,0,cart,Chrome,1
40163,8883,6,314.7384239860055,tablet,organic,2024-05-04,0,0,0,0,cart,Chrome,0
40164,372,7,324.1369709142786,tablet,email,2019-03-18,0,0,1,1,product,Safari,1
40165,4206,9,372.581376989922,tablet,paid,2022-08-27,1,0,3,1,cart,Firefox,1
40166,2045,5,126.49556447640332,tablet,paid,2022-02-28,0,0,1,1,product,Safari,1
40167,598,5,294.33258511921747,mobile,direct,2024-04-04,0,0,2,1,product,Chrome,1
40168,7270,4,457.7780217334559,tablet,email,2023-02-03,1,1,0,0,cart,Chrome,1
40169,9653,2,411.3341222075308,tablet,direct,2022-02-15,0,1,1,0,checkout,Safari,1
40170,6080,8,214.4986245964004,mobile,email,2022-11-12,0,0,0,0,cart,Chrome,1
40171,3051,6,198.6413849435716,mobile,email,2020-07-28,0,0,0,0,homepage,Safari,1
40172,1252,5,255.15770072318105,desktop,organic,2021-11-11,0,0,3,1,product,Chrome,0
40173,2447,8,408.7877233601513,tablet,direct,2019-09-29,0,0,1,1,cart,Chrome,1
40174,3910,6,262.43861382385177,mobile,social,2023-06-08,0,0,1,1,homepage,Safari,1
40175,5536,4,165.1268801717971,tablet,organic,2021-07-14,0,0,1,0,checkout,Chrome,0
40176,7732,6,241.77142655874025,tablet,paid,2023-11-23,0,0,1,0,cart,Chrome,1
40177,7119,3,167.4098808680021,tablet,email,2024-03-13,0,1,1,0,cart,Chrome,1
40178,2638,4,375.2369785456763,mobile,organic,2020-11-07,1,0,2,1,checkout,Chrome,1
40179,4507,6,466.0933331557855,tablet,email,2024-10-15,0,0,0,0,product,Chrome,1
40180,7028,8,394.4617139891496,desktop,social,2019-10-29,0,0,2,1,checkout,Safari,1
40181,8068,10,320.93891345772744,tablet,direct,2024-06-13,1,0,2,0,cart,Firefox,0
40182,2651,4,253.8317771208513,tablet,email,2020-11-07,0,0,1,0,cart,Chrome,1
40183,9566,11,213.00823531259627,desktop,paid,2024-04-25,0,0,0,0,cart,Chrome,1
40184,3532,3,249.1812389128104,tablet,social,2021-05-15,0,0,0,0,product,Chrome,1
40185,3636,5,79.10855312343217,tablet,organic,2019-04-11,0,0,2,1,cart,Chrome,0
40186,9343,6,288.7352800944431,desktop,email,2023-04-15,0,0,1,1,homepage,Chrome,0
40187,4772,7,328.45273583448704,mobile,email,2021-12-27,1,0,0,0,cart,Edge,0
40188,1058,9,315.8454276306986,desktop,organic,2021-07-09,1,0,0,0,product,Chrome,1
40189,2931,6,172.16918312089285,desktop,paid,2022-03-23,0,0,0,0,homepage,Chrome,1
40190,4782,5,390.05023899119846,tablet,paid,2021-11-18,0,0,4,0,cart,Chrome,1
40191,8563,4,210.7432078701911,desktop,direct,2022-12-22,0,0,0,0,checkout,Chrome,0
40192,5411,5,310.8521435687932,mobile,paid,2021-05-06,0,0,1,1,checkout,Chrome,1
40193,2621,5,277.7541742199195,tablet,organic,2020-12-07,0,1,0,0,product,Firefox,1
40194,4407,4,453.1473285392772,desktop,paid,2024-01-19,0,1,1,1,cart,Chrome,0
40195,7610,5,259.68528543290387,tablet,social,2023-12-30,0,0,1,1,product,Firefox,1
40196,7953,3,342.70862663533006,mobile,social,2022-12-21,0,1,0,0,cart,Firefox,1
40197,6647,5,234.11076356636048,desktop,organic,2023-10-10,0,0,1,1,homepage,Chrome,1
40198,9199,4,103.6328582837694,mobile,direct,2021-06-20,0,0,1,1,checkout,Chrome,1
40199,7769,7,356.0144975266172,tablet,email,2024-12-09,0,0,1,1,homepage,Chrome,1
40200,3767,5,228.87788252743,mobile,social,2021-12-06,0,1,2,1,product,Chrome,1
40201,5632,5,218.74704795444063,desktop,social,2022-03-13,0,0,4,0,product,Edge,1
40202,727,6,511.6998251799161,tablet,direct,2020-06-08,0,0,0,0,homepage,Firefox,1
40203,9123,6,251.32921114519897,tablet,paid,2019-02-07,0,0,0,0,cart,Chrome,0
40204,4122,6,89.24128789897725,desktop,paid,2023-10-26,0,0,1,1,cart,Edge,1
40205,7191,6,239.34280750759908,mobile,direct,2020-02-17,0,0,0,0,product,Chrome,0
40206,5256,8,330.44249071878914,mobile,paid,2024-02-29,0,1,0,0,cart,Chrome,1
40207,1239,3,259.18480965265024,desktop,direct,2024-11-10,0,0,1,1,checkout,Edge,1
40208,2189,5,217.79431982311576,mobile,paid,2024-08-14,0,0,1,1,homepage,Firefox,0
40209,8652,3,257.2085676589659,desktop,email,2019-03-12,0,0,2,1,product,Chrome,0
40210,3606,5,244.53357385360508,desktop,paid,2023-08-25,0,0,0,0,checkout,Chrome,0
40211,7511,2,446.252825577716,tablet,paid,2024-09-22,0,0,3,1,homepage,Chrome,1
40212,1536,4,379.9627584432733,mobile,paid,2024-03-14,1,0,0,0,product,Chrome,1
40213,9505,1,326.3505857634996,mobile,organic,2022-01-04,0,1,1,1,cart,Chrome,0
40214,1061,3,537.8087335211454,,email,2024-05-11,0,0,2,0,product,Chrome,0
40215,7063,9,226.81653063833235,desktop,organic,2021-05-30,1,0,4,1,cart,Chrome,1
40216,9659,7,269.2454334828511,desktop,organic,2024-11-25,0,0,1,0,checkout,Safari,0
40217,4888,5,262.875944157009,mobile,paid,2019-04-07,0,0,2,1,checkout,Firefox,0
40218,8637,8,560.5577759951434,mobile,social,2020-05-25,0,0,0,0,product,Chrome,1
40219,51,2,428.357212715128,tablet,paid,2024-06-26,0,0,0,0,product,Firefox,1
40220,8107,2,456.7446759968702,tablet,social,2022-09-15,0,0,0,0,homepage,Safari,1
40221,2075,3,441.9334587103442,tablet,email,2019-12-12,1,1,1,0,product,Chrome,1
40222,445,7,299.9812022939213,desktop,social,2020-08-30,0,0,0,0,homepage,Chrome,1
40223,6742,5,294.6984781953338,tablet,social,2022-03-11,0,0,1,1,product,Chrome,1
40224,3894,6,212.94822499988376,mobile,organic,2023-05-15,0,0,1,1,cart,Safari,1
40225,3419,8,518.3075856392908,desktop,organic,2021-10-29,0,0,0,0,homepage,Chrome,0
40226,292,5,164.98406540484007,desktop,organic,2022-07-03,1,0,1,0,product,Chrome,1
40227,6229,7,248.37810330851505,tablet,social,2023-03-24,0,0,0,0,product,Safari,1
40228,3304,4,160.19841985650092,tablet,paid,2021-01-09,0,0,1,1,checkout,Firefox,1
40229,7274,6,241.63523103252768,tablet,email,2021-04-06,0,0,0,0,product,Edge,1
40230,5060,4,320.9355174011317,desktop,social,2020-06-26,0,0,2,1,checkout,Safari,1
40231,8005,10,67.2982332147711,tablet,email,2022-12-29,0,1,1,0,checkout,Safari,1
40232,4788,7,472.5483299690596,mobile,paid,2021-10-07,0,0,1,0,checkout,Chrome,0
40233,425,5,404.3307327159517,desktop,email,2020-01-18,0,0,3,0,cart,Safari,1
40234,2555,4,38.40289314462748,mobile,organic,2023-10-19,0,0,1,1,product,Chrome,1
40235,1976,6,235.83980435063103,tablet,organic,2019-02-10,0,0,1,1,homepage,Chrome,1
40236,6553,2,373.714040626739,desktop,email,2022-12-14,0,1,0,0,homepage,Firefox,1
40237,1493,6,362.4078752529627,tablet,paid,2024-06-26,1,0,2,1,checkout,Chrome,1
40238,2897,2,248.704300126269,tablet,paid,2023-04-04,0,0,2,1,cart,Safari,0
40239,7827,3,482.1585339974292,mobile,organic,2024-10-12,0,1,1,1,homepage,Chrome,0
40240,8954,5,304.8061720117416,tablet,email,2024-06-03,0,1,2,1,checkout,Chrome,1
40241,2046,4,374.1475194762024,tablet,email,2021-11-02,0,0,1,0,checkout,Firefox,1
40242,8601,6,416.9225318392653,desktop,organic,2024-09-09,0,0,2,0,cart,Safari,0
40243,1844,10,335.19728962247285,mobile,direct,2021-03-05,0,0,0,0,cart,Safari,1
40244,1246,3,401.93384567365456,mobile,organic,2022-06-02,0,0,2,1,product,Firefox,0
40245,2093,5,466.5259251335477,desktop,email,2023-01-14,0,0,0,0,homepage,Chrome,1
40246,1925,4,310.70084180398624,mobile,email,2023-01-27,0,0,1,1,cart,Chrome,1
40247,2823,3,297.66755779759933,tablet,direct,2019-12-18,0,0,0,0,homepage,Chrome,1
40248,4303,3,243.94797286447877,mobile,organic,2022-12-21,0,0,0,0,product,Edge,1
40249,8606,4,392.02431887819904,tablet,social,2019-09-22,0,0,0,0,cart,Chrome,0
40250,77,9,514.3098735625823,desktop,paid,2022-08-24,0,0,1,1,homepage,Firefox,1
40251,8185,6,479.6418903948884,tablet,direct,2020-03-21,0,0,1,1,homepage,Firefox,1
40252,1862,5,162.61335871196312,mobile,organic,2019-01-12,1,0,0,0,cart,Edge,1
40253,7337,4,320.40188559313617,desktop,social,2024-11-16,0,0,1,1,cart,Safari,0
40254,5895,4,314.3273219325613,tablet,paid,2020-05-04,0,0,0,0,cart,Chrome,1
40255,7573,6,459.6892846125104,tablet,organic,2023-05-17,0,0,1,0,cart,Chrome,1
40256,2199,4,378.2140547503206,tablet,social,2022-06-28,0,0,2,0,product,Safari,0
40257,994,5,90.79923171523964,mobile,direct,2021-10-28,0,0,5,1,homepage,Edge,1
40258,4858,4,265.22152780508503,tablet,direct,2019-06-06,0,0,1,1,cart,Chrome,0
40259,9593,8,289.7997050274376,mobile,direct,2019-06-28,0,0,1,0,homepage,Chrome,0
40260,550,1,548.4364991843167,tablet,paid,2021-02-22,0,1,1,1,cart,Firefox,1
40261,261,6,174.5535650748583,desktop,email,2022-06-27,0,1,1,0,product,Edge,1
40262,3433,5,252.7058669761123,mobile,organic,2019-03-05,0,1,0,0,checkout,Firefox,1
40263,9459,3,263.445552109002,desktop,direct,2022-01-14,0,0,2,0,checkout,Chrome,1
40264,5968,7,406.8104989560201,mobile,email,2020-09-30,0,0,3,1,checkout,Firefox,0
40265,9936,2,96.21599130289007,mobile,email,2020-07-04,0,0,2,1,homepage,Chrome,1
40266,2876,6,647.6039953375783,desktop,social,2019-01-19,1,0,0,0,cart,Chrome,0
40267,8467,2,337.7281437794341,mobile,direct,2023-01-28,0,0,2,1,homepage,Firefox,1
40268,8284,2,366.8455385490746,desktop,social,2022-03-28,0,0,2,0,homepage,Safari,1
40269,269,6,295.0863347861113,desktop,social,2021-11-14,0,0,1,0,product,Safari,1
40270,2980,3,54.56398526123388,desktop,social,2019-06-23,0,0,1,1,product,Safari,0
40271,4662,4,195.81399734144264,mobile,email,2019-11-10,1,0,0,0,product,Edge,0
40272,8399,4,141.63438769780842,tablet,paid,2022-07-13,0,0,0,0,cart,Edge,1
40273,4990,6,444.4950090394922,desktop,social,2021-09-22,0,0,2,1,checkout,Chrome,1
40274,988,4,435.6502708634725,desktop,organic,2024-11-24,0,0,0,0,homepage,Chrome,1
40275,821,4,391.1190141217251,desktop,paid,2021-03-29,0,0,1,1,product,Chrome,1
40276,5836,6,243.40384394125783,mobile,paid,2024-09-02,1,1,3,0,product,Chrome,1
40277,1410,3,69.2600245201516,desktop,direct,2024-10-15,0,0,0,0,homepage,Chrome,0
40278,3751,10,314.34915627662747,desktop,direct,2024-09-15,1,0,2,0,cart,Chrome,1
40279,2558,2,282.3208232668018,desktop,organic,2021-11-22,0,1,0,0,homepage,Chrome,1
40280,7425,4,239.8306755001017,desktop,email,2023-07-07,0,0,4,1,cart,Chrome,1
40281,85,3,444.1854308380357,desktop,social,2023-03-19,0,0,3,1,checkout,Chrome,1
40282,3468,4,287.90227580161053,desktop,organic,2019-02-24,0,0,0,0,checkout,Safari,1
40283,2088,7,110.87330749237164,tablet,social,2022-05-22,0,0,3,0,product,Safari,1
40284,7221,7,296.37526157490566,tablet,direct,2023-07-22,0,0,0,0,product,Chrome,1
40285,5679,4,225.0309179975941,tablet,social,2024-11-06,0,0,1,0,product,Chrome,0
40286,7421,2,206.153585137438,desktop,email,2019-01-28,1,0,1,1,product,Safari,1
40287,8693,6,309.8818103398952,tablet,organic,2019-09-17,0,0,1,1,cart,Chrome,1
40288,6044,3,406.4181472093898,mobile,social,2024-08-20,1,1,0,0,checkout,Chrome,1
40289,561,3,242.25786059396404,desktop,organic,2020-05-11,0,0,1,1,product,Chrome,1
40290,909,7,389.3336238719156,desktop,organic,2020-09-08,0,0,3,1,checkout,Chrome,1
40291,9558,4,317.3600396090654,tablet,social,2019-02-20,0,0,2,1,homepage,Safari,0
40292,7010,3,453.8421513811011,tablet,organic,2020-07-09,0,0,0,0,checkout,Firefox,1
40293,5505,5,187.16365266706904,desktop,organic,2022-05-30,0,0,0,0,checkout,Firefox,0
40294,6396,7,476.5163856475288,desktop,email,2024-07-12,0,0,0,0,homepage,Chrome,0
40295,3660,5,347.5313412867624,desktop,organic,2022-07-08,0,0,0,0,checkout,Chrome,1
40296,6557,4,381.983518371737,desktop,paid,2020-08-20,0,0,3,1,product,Safari,1
40297,8471,5,273.0760845761657,tablet,email,2020-04-22,0,0,2,1,checkout,Edge,1
40298,6284,6,453.4846320945249,tablet,direct,2023-04-14,0,1,0,0,cart,Chrome,1
40299,6980,1,137.33369713454698,tablet,direct,2021-03-16,0,1,2,0,product,Firefox,0
40300,1711,6,361.9637684356511,mobile,paid,2024-01-23,0,0,1,0,checkout,Chrome,1
40301,4280,7,161.02713852124856,tablet,social,2023-03-02,0,0,2,0,cart,Chrome,1
40302,3911,5,411.1034156352155,desktop,email,2019-04-30,0,0,2,0,cart,Edge,0
40303,3101,4,410.01227969724846,mobile,direct,2023-06-03,0,0,0,0,checkout,Chrome,1
40304,405,1,351.7110660195005,mobile,organic,2024-11-26,0,1,3,1,product,Chrome,0
40305,7517,8,234.64763169810155,tablet,social,2021-02-15,0,0,2,0,cart,Safari,1
40306,4595,6,193.3850292021185,tablet,organic,2020-04-26,0,0,0,0,cart,Firefox,0
40307,3025,5,374.154546151865,desktop,email,2019-05-22,1,0,0,0,checkout,Chrome,0
40308,8275,9,451.6635567913262,desktop,paid,2023-11-05,1,0,0,0,checkout,Chrome,1
40309,6928,5,333.67985959297954,mobile,organic,2021-04-02,0,1,2,1,homepage,Chrome,0
40310,1782,1,231.55570650475264,mobile,paid,2021-01-09,0,1,1,0,homepage,Chrome,0
40311,5609,6,299.4859208965295,mobile,paid,2019-08-24,0,0,2,1,homepage,Chrome,0
40312,9006,4,191.07535149629285,tablet,email,2023-12-06,0,1,1,1,cart,Chrome,1
40313,5922,2,464.6486408975438,tablet,paid,2022-06-30,0,0,1,0,cart,Safari,1
40314,6306,5,471.3898336970505,mobile,email,2024-08-04,0,0,3,1,product,Safari,0
40315,663,5,340.0144740040291,mobile,direct,2022-09-04,0,0,3,0,homepage,Chrome,0
40316,4250,4,464.67567698051255,mobile,direct,2023-07-28,1,0,1,1,product,Chrome,1
40317,7854,5,378.208298724589,desktop,direct,2022-01-29,0,0,1,0,homepage,Chrome,0
40318,339,3,189.69499033449475,desktop,organic,2020-02-07,0,0,3,1,cart,Safari,1
40319,4170,3,521.0736538890436,mobile,email,2021-01-21,0,0,3,1,checkout,Safari,1
40320,3520,8,343.0186537665085,desktop,social,2020-06-11,0,1,0,0,cart,Safari,1
40321,4967,3,129.77261435578205,mobile,social,2023-04-23,0,0,2,1,homepage,Chrome,1
40322,7418,5,500.87189435798206,desktop,direct,2021-02-20,0,0,0,0,checkout,Chrome,1
40323,4296,7,153.40654186965529,mobile,organic,2022-12-28,0,0,0,0,homepage,Chrome,1
40324,3293,4,408.0294466285557,tablet,social,2023-06-18,1,1,2,0,checkout,Chrome,1
40325,3719,1,510.1182433778364,tablet,social,2021-02-12,0,1,3,1,cart,Chrome,1
40326,6670,7,418.2527474347325,mobile,organic,2021-01-30,0,1,2,1,product,Chrome,1
40327,2533,8,467.3028071929749,desktop,direct,2020-07-05,0,0,0,0,product,Safari,1
40328,6280,4,296.63928697375565,mobile,paid,2021-08-16,0,0,2,1,cart,Chrome,0
40329,603,7,312.2733264753753,tablet,organic,2023-09-21,0,0,1,0,cart,Firefox,1
40330,4564,3,186.3121066530549,mobile,direct,2020-03-12,0,0,1,1,homepage,Firefox,0
40331,6496,4,173.5002601877455,mobile,paid,2023-06-25,0,0,2,1,checkout,Chrome,0
40332,9811,4,458.93552709848274,tablet,direct,2024-04-09,1,0,4,1,homepage,Chrome,1
40333,6543,4,386.5355644505237,tablet,paid,2023-02-02,0,0,1,1,checkout,Chrome,1
40334,6194,6,165.9269646617813,tablet,direct,2021-07-11,0,1,0,0,checkout,Chrome,0
40335,7639,5,436.87470756844647,tablet,direct,2022-04-28,0,0,0,0,cart,Chrome,0
40336,2642,4,220.82582695264023,mobile,paid,2024-03-21,0,0,1,0,cart,Chrome,0
40337,117,5,287.73277206354555,mobile,social,2024-06-05,0,0,1,1,product,Firefox,1
40338,5833,5,197.48602908355844,tablet,email,2020-11-25,0,0,0,0,product,Firefox,1
40339,924,2,573.5240816525968,mobile,social,2021-10-10,0,1,2,0,cart,Firefox,0
40340,6463,2,255.8886386303724,tablet,organic,2019-10-05,0,0,0,0,cart,Edge,0
40341,4807,3,292.0620098174655,mobile,direct,2024-08-29,0,1,1,1,product,Chrome,0
40342,8345,8,339.20165381111616,tablet,organic,2019-08-20,0,1,0,0,cart,Chrome,1
40343,3437,3,245.1195127760961,mobile,paid,2024-09-30,0,0,0,0,product,Chrome,1
40344,7755,2,254.23234355097517,tablet,organic,2022-03-10,1,1,2,1,product,Safari,0
40345,2117,7,552.1333837457526,tablet,paid,2020-06-25,0,0,0,0,checkout,Safari,1
40346,703,4,231.840273353478,tablet,organic,2020-01-24,0,0,2,1,homepage,Firefox,1
40347,4098,6,426.0360560133637,tablet,paid,2022-08-09,0,0,2,1,checkout,Safari,1
40348,8825,9,331.5207442820869,tablet,email,2020-12-31,0,0,0,0,checkout,Safari,1
40349,9333,5,197.76250940301327,mobile,paid,2020-11-28,0,0,1,1,cart,Chrome,1
40350,114,4,388.94279346259566,tablet,organic,2020-08-18,0,0,2,1,checkout,Chrome,1
40351,660,6,256.4175590847378,tablet,paid,2019-06-20,0,0,2,0,cart,Safari,0
40352,6422,5,217.4814954637255,desktop,social,2019-03-31,0,0,0,0,cart,Safari,0
40353,396,4,383.579756287428,tablet,email,2020-10-20,0,0,3,1,cart,Chrome,0
40354,837,6,287.8123412485341,desktop,organic,2024-09-04,0,0,2,1,product,Safari,1
40355,5048,8,329.1796700909832,desktop,paid,2024-07-21,0,0,0,0,cart,Chrome,0
40356,1691,3,353.7094390541194,tablet,social,2023-12-22,0,0,3,1,homepage,Chrome,1
40357,4593,8,70.69552126055378,desktop,direct,2023-07-27,0,0,2,0,cart,Chrome,1
40358,6544,6,306.992991475591,mobile,email,2021-07-01,0,0,3,1,cart,Edge,1
40359,4275,6,458.194535663432,desktop,email,2020-11-27,0,0,1,0,product,Chrome,1
40360,89,5,313.8269150077643,desktop,social,2022-12-12,0,0,1,1,product,Chrome,1
40361,6513,6,214.62690720258112,mobile,email,2022-02-12,0,0,3,1,cart,Chrome,1
40362,9120,7,1.890236972745072,desktop,direct,2022-06-04,0,0,2,0,cart,Safari,1
40363,9282,9,353.7231270157156,tablet,email,2024-07-28,0,0,0,0,product,Safari,0
40364,1792,3,218.5600981410856,mobile,paid,2019-02-01,0,0,1,0,checkout,Chrome,1
40365,9903,7,255.6291782810236,tablet,organic,2021-02-22,0,0,3,0,checkout,Chrome,0
40366,5608,7,43.30926886924999,mobile,paid,2021-03-12,1,0,1,1,homepage,Firefox,1
40367,3275,2,280.1722272119752,tablet,social,2023-10-02,0,1,1,1,product,Chrome,0
40368,9677,6,218.951012424661,tablet,email,2021-09-12,1,0,2,0,cart,Chrome,1
40369,9525,2,263.1719667717459,desktop,paid,2020-05-02,0,0,1,1,homepage,Chrome,0
40370,8554,7,316.5388207213892,mobile,social,2019-11-02,0,0,2,0,cart,Firefox,0
40371,1250,6,503.19431660562384,tablet,direct,2022-02-20,0,1,2,0,homepage,Chrome,1
40372,6568,6,111.63013587869204,tablet,direct,2022-10-10,1,0,2,1,checkout,Chrome,0
40373,8830,7,272.47414633190726,tablet,organic,2024-06-25,0,0,1,0,product,Chrome,1
40374,7352,7,159.9880527843053,mobile,organic,2020-10-03,0,0,1,1,homepage,Safari,1
40375,5566,6,271.31105276616603,tablet,social,2021-09-27,0,0,1,1,cart,Edge,0
40376,9571,6,252.5094011872477,mobile,organic,2022-06-22,0,0,1,1,checkout,Chrome,0
40377,9619,7,275.2725912826644,tablet,social,2024-09-20,0,0,0,0,product,Chrome,1
40378,9580,5,136.80827812720167,desktop,direct,2021-06-16,0,1,5,0,cart,Chrome,1
40379,3558,3,244.8339700827506,desktop,email,2022-09-23,0,0,0,0,cart,Chrome,1
40380,6811,4,453.2322176875774,mobile,direct,2020-08-16,0,0,1,0,checkout,Safari,1
40381,1902,7,193.7448067850917,tablet,social,2022-11-16,0,0,1,1,checkout,Safari,1
40382,4421,3,226.57157284259844,mobile,organic,2021-07-25,0,0,2,1,checkout,Safari,1
40383,2420,6,423.65007755770506,desktop,email,2023-04-04,0,0,1,1,checkout,Safari,1
40384,2504,8,270.0507358691114,mobile,organic,2019-03-25,0,0,1,1,checkout,Edge,1
40385,2303,6,174.2728926173859,desktop,organic,2022-02-05,1,0,1,1,cart,Chrome,0
40386,5326,3,439.7910539345949,desktop,direct,2022-05-02,0,0,2,0,checkout,Firefox,1
40387,4139,2,325.0931083142532,tablet,email,2019-04-24,0,0,2,1,cart,Firefox,1
40388,5111,6,412.47828352545895,mobile,organic,2020-12-08,1,0,2,1,product,Edge,1
40389,1703,4,255.69591381139705,desktop,direct,2024-09-03,0,0,0,0,homepage,Safari,1
40390,4242,2,66.90107825845456,mobile,email,2021-08-28,0,0,1,1,cart,Chrome,1
40391,9445,5,297.0359541362523,tablet,paid,2024-08-17,0,1,1,0,product,Chrome,1
40392,795,5,403.98010801898704,mobile,paid,2021-06-06,0,0,1,1,checkout,Firefox,1
40393,710,2,416.8319461864498,mobile,organic,2019-03-13,0,0,0,0,cart,Chrome,1
40394,287,5,495.777325350861,mobile,paid,2022-04-03,0,0,0,0,cart,Chrome,0
40395,6119,2,199.18988871821196,mobile,social,2019-10-06,0,0,1,1,product,Safari,1
40396,1196,5,234.35429934079156,mobile,direct,2022-07-12,0,0,1,0,checkout,Safari,1
40397,9321,5,390.91740338637015,desktop,paid,2024-09-30,0,0,1,1,cart,Chrome,0
40398,4245,5,217.1634467533057,tablet,email,2020-11-03,0,1,1,0,cart,Firefox,0
40399,44,5,184.19429954767347,desktop,social,2024-06-26,0,0,2,1,homepage,Firefox,1
40400,125,6,331.42458635840586,mobile,paid,2020-03-29,0,0,3,1,cart,Firefox,1
40401,529,5,406.7743995718757,tablet,direct,2023-04-11,0,1,2,1,homepage,Chrome,0
40402,4426,4,272.0716785184341,desktop,organic,2022-07-06,0,0,3,0,homepage,Chrome,1
40403,5513,5,396.684077161134,tablet,organic,2022-05-15,0,0,0,0,checkout,Safari,0
40404,7194,5,560.5432789350314,tablet,paid,2022-01-13,0,0,1,1,homepage,Safari,1
40405,9539,5,156.17089055844284,mobile,organic,2019-07-05,0,0,1,1,product,Chrome,1
40406,5221,3,177.35295101122287,tablet,email,2022-04-28,0,0,2,1,homepage,Chrome,1
40407,1583,5,289.39993018547773,mobile,paid,2023-08-23,0,0,0,0,checkout,Chrome,0
40408,4202,6,253.44068391852608,desktop,paid,2023-07-20,0,0,1,0,checkout,Edge,1
40409,5920,2,359.968549427291,desktop,social,2021-10-03,0,0,2,1,product,Chrome,1
40410,8695,4,279.61702625147257,mobile,direct,2019-08-05,0,0,0,0,cart,Chrome,1
40411,7964,8,12.458533946473676,tablet,direct,2021-10-13,0,0,0,0,product,Chrome,1
40412,6124,4,307.9398404459343,mobile,email,2022-06-04,0,1,0,0,product,Chrome,1
40413,4774,6,557.466271332658,mobile,social,2022-11-21,0,0,0,0,cart,Safari,1
40414,6016,4,291.74710838715987,mobile,direct,2020-08-12,0,1,2,1,cart,Chrome,1
40415,8460,10,287.91588381381536,mobile,paid,2020-10-04,0,0,2,1,product,Safari,1
40416,7146,6,202.7594567017899,tablet,paid,2024-05-07,0,0,4,1,product,Firefox,0
40417,6406,5,219.77662933737827,mobile,paid,2023-02-05,1,0,2,1,checkout,Chrome,0
40418,128,3,259.6051844267601,desktop,paid,2023-11-21,0,0,0,0,cart,Safari,1
40419,7325,7,396.71166027027255,desktop,social,2019-11-14,0,1,3,1,checkout,Edge,0
40420,7689,9,298.4550752929835,tablet,paid,2020-11-08,0,1,1,1,product,Chrome,0
40421,305,2,59.85041096528301,mobile,direct,2022-02-21,0,0,2,0,product,Chrome,0
40422,4485,6,201.2040755651979,desktop,social,2019-06-25,0,0,1,0,homepage,Edge,0
40423,7340,6,282.9179585135499,tablet,social,2023-04-20,0,0,1,0,product,Firefox,1
40424,8563,7,467.6036044421256,desktop,email,2020-06-04,0,0,0,0,homepage,Chrome,1
40425,4660,3,461.7119267895092,desktop,paid,2020-09-07,0,0,1,1,homepage,Firefox,1
40426,4840,7,451.07673216658816,mobile,paid,2019-02-04,0,0,1,1,cart,Firefox,1
40427,7665,4,161.90406853938487,mobile,email,2021-01-19,0,0,1,1,homepage,Chrome,1
40428,4697,7,434.6862549130717,desktop,direct,2020-04-21,0,0,0,0,homepage,Safari,1
40429,2554,5,261.3461072565676,tablet,email,2020-09-06,0,0,0,0,homepage,Chrome,1
40430,8744,4,253.6302553134703,desktop,social,2024-04-20,1,0,0,0,product,Safari,1
40431,3756,8,246.27053562653077,mobile,paid,2023-08-07,0,0,1,0,product,Safari,0
40432,401,1,241.11499822210857,tablet,paid,2019-11-26,0,1,2,1,checkout,Chrome,1
40433,6594,5,353.5098649699734,mobile,direct,2019-08-10,0,0,3,1,product,Firefox,0
40434,244,2,342.29886433114655,desktop,social,2019-11-19,0,0,1,0,cart,Chrome,1
40435,1368,2,298.15315465951886,desktop,organic,2021-04-06,0,0,0,0,cart,Chrome,1
40436,7408,7,512.8245305499764,tablet,social,2023-06-13,0,0,2,0,cart,Chrome,1
40437,8594,4,252.08485414780992,mobile,paid,2021-09-30,0,0,1,1,homepage,Chrome,0
40438,324,5,132.60889098722657,tablet,email,2021-03-16,0,0,2,1,checkout,Chrome,1
40439,8562,5,395.1656992725081,tablet,social,2024-10-26,0,0,2,0,checkout,Chrome,1
40440,5298,6,515.1377074722914,mobile,direct,2021-10-07,0,1,3,0,homepage,Chrome,0
40441,8784,8,327.8355746092612,desktop,paid,2023-05-16,1,0,1,1,checkout,Edge,0
40442,8132,9,403.58839055922095,tablet,paid,2019-03-29,0,0,3,0,product,Chrome,1
